bhag,header,section_number,text
भाग–५,५९.,(४),"संघ, प्रदेश र स्थानीय ििले प्राकृमिक स्रोिको प्रयोग िा विकासबाट  प्राप्त  लाभको समन्त्यावयक  वििरणको व्यिस्था गनुव पनेछ । त्यस्िो लाभको मनजिि अंश  रोयल्टी , सेिा िा िस्िुको रूपमा पररयोजना प्रभाविि क्षेत्र र स्थानीय समुदायलाई कानून  बमोजजम वििरण गनुव  पनेछ ।"
भाग–५,५९.,(५),"संघ, प्रदेश र स्थानीय ििले प्राकृमिक स्रोिको उपयोग गदाव स्थानीय  समुदायले लगानी गनव चािेमा लगानीको प्रकृमि र आकारको आधारमा कानून बमोजजमको   अंश लगानी गनव प्राथममकिा  ददनु पनेछ ।"
भाग–५,५९.,(६),िैदेजशक सिायिा र ऋण मलने अमधकार नेपाल सरकारको  िुनेछ । त्यस्िो  सिायिा िा ऋण मलंदा देशको समविगि आमथवक स्थावयत्ि िुने गरी मलनु पनेछ । www.lawcommission.gov.np   34
भाग–५,५९.,(७),"संघ, प्रदेश र स्थानीय ििको बजेट घाटा व्यिस्थापन  िथा अन्त्य वित्तीय  अनुशासन सम्बन्त्धी व्यिस्था संघीय कानून बमोजजम िुनेछ ।"
भाग–५,६०.,,राजस्ि स्रोिको बाँडफाँडः
भाग–५,६०.,(१),"संघ, प्रदेश र स्थानीय ििले आफ्नो आमथवक अमधकारक्षेत्र   मभत्रको विर्यमा कर लगाउन र िी स्रोििरूबाट  राजस्ि उठाउन सक्नेछन् ।   िर सािा सूचीमभत्रको विर्यमा र कुनै पमन ििको सूचीमा नपरेका विर्यमा कर  लगाउने  र राजस्ि उठाउने व्यिस्था नेपाल सरकारले मनधावरण गरे बमोजजम िुनेछ ।"
भाग–५,६०.,(२),"नेपाल सरकारले संकलन गरेको राजस्ि संघ, प्रदेश र स्थानीय ििलाई  न्त्यायोजचि वििरण गने व्यिस्था ममलाउनेछ ।"
भाग–५,६०.,(३),प्रदेश र स्थानीय ििले प्राप्त गने वित्तीय िस्िान्त्िरणको  पररमाण राविय  प्राकृमिक स्रोि िथा वित्त आयोगको मसफाररस बमोजजम िुनेछ ।
भाग–५,६०.,(४),नेपाल सरकारले प्रदेश र स्थानीय ििलाई खचवको आिश्यकिा  र राजस्िको  क्षमिाको आधारमा वित्तीय समानीकरण  अनुदान वििरण गनेछ ।
भाग–५,६०.,(५),प्रदेशले नेपाल सरकारबाट  प्राप्त अनुदान र आप्mनो स्रोिबाट उठ्ने  राजस्िलाई  मािििको  स्थानीय ििको खचवको आिश्यकिा  र राजस्ि क्षमिाको आधारमा  प्रदेश कानून बमोजजम वित्तीय समानीकरण  अनुदान वििरण गने छन् ।
भाग–५,६०.,(६),"नेपाल सरकारले संघीय सजिि कोर्बाट प्रदान गने सशिव अनुदान, समपूरक  अनुदान िा अन्त्य प्रयोजनका  लामग ददने विशेर् अनुदान वििरण सम्बन्त्धी व्यिस्था संघीय  कानून बमोजजम िुनेछ ।"
भाग–५,६०.,(७),"संघ, प्रदेश र स्थानीय िि बीच राजस्िको बाँडफाँड गदाव सन्त्िुमलि र  पारदशी रूपमा गनुव पनेछ ।"
भाग–५,६०.,(८),"राजस्ि बाँडफाँड सम्बन्त्धी संघीय ऐन बनाउँदा राविय नीमि, राविय  आिश्यकिा , प्रदेश र स्थानीय ििको स्िायत्तिा , प्रदेश र स्थानीय ििले जनिालाई  पु¥याउनु पने सेिा र उनीिरूलाई  प्रदान गररएको आमथवक अमधकार , राजस्ि उठाउन सक्ने  क्षमिा, राजस्िको सम्भाव्यिा  र उपयोग , विकास मनमावणमा गनुवपने सियोग , क्षेत्रीय  असन्त्िुलन, गरीबी र असमानिाको  न्त्यूनीकरण, िजििीकरणको  अन्त्त्य, आकजस्मक  कायव र  अस्थायी आिश्यकिा  पूरा गर्र्नव सियोग गनुव पने विर्यिरूमा  ध्यान ददनु पनेछ । www.lawcommission.gov.np   35"
भाग–६,,,रािपमि र उपरािपमि
भाग–६,६१.,,रािपमिः
भाग–६,६१.,(१),नेपालमा एक रािपमि रिनेछ ।
भाग–६,६१.,(२),रािपमि नेपालको रािाध्यक्ष िुनेछ । मनजले यस संविधान र संघीय कानून  बमोजजम आफ्नो कायव सम्पादन गनेछ ।
भाग–६,६१.,(३),रािपमिले नेपालको राविय एकिाको प्रिधवन गनेछ ।
भाग–६,६१.,(४),संविधानको पालन र संरक्षण गनुव रािपमिको  प्रमुख किवव्य  िुनेछ ।
भाग–६,६२.,,रािपमिको  मनिावचनः
भाग–६,६२.,(१),रािपमिको मनिावचन संघीय संसदका सदस्य र प्रदेश सभाका  सदस्य मिदािा रिेको मनिावचक मण्डलबाट  िुनेछ । संघीय संसदका सदस्य र प्रदेश  सभाका सदस्यको मिभार संघीय कानून बमोजजम फरक िुनेछ ।
भाग–६,६२.,(२),उपधारा
भाग–६,६२.,(१),मा जुनसुकै कुरा लेजखएको भए िापमन कुनै प्रदेशमा प्रदेश  सभाको मनिावचन नभएका कारणले मात्र रािपमिको  मनिावचन प्रयोजनका  लामग मनिावचक  मण्डल गठन गनव बाधा परेको मामनने छैन ।
भाग–६,६२.,(३),उपधारा
भाग–६,६२.,(१),बमोजजमको  मनिावचक मण्डलको ित्काल कायम रिेको कुल  मिको बिुमि प्राप्त गने व्यजक्त रािपमि मनिावजचि िुनेछ ।
भाग–६,६२.,(४),उपधारा
भाग–६,६२.,(३),बमोजजम कुनै उम्मेदिारले बिुमि प्राप्त गनव नसकेमा सबैभन्त्दा  बढी मि प्राप्त गने दुई उम्मेदिारिरू बीच मिदान िुनेछ र त्यस्िो मिदानमा कुल  मिको पचास प्रमिशिभन्त्दा  बढी मि प्राप्त गने उम्मेदिार रािपमि मनिावजचि िुनेछ ।
भाग–६,६२.,(५),उपधारा
भाग–६,६२.,(४),बमोजजमको  मिदानबाट  समेि कुनै उम्मेदिारले कुल मिको  पचास प्रमिशिभन्त्दा  बढी मि प्राप्त गनव नसकेमा पुनः मिदान िुनेछ । त्यस्िो मिदानमा  खसेको कुल सदर मिको बढी मि प्राप्त गने उम्मेदिार रािपमि मनिावजचि िुनेछ ।
भाग–६,६२.,(६),"मनिावचन , मनोनयन िा मनयुजक्त िुने राजनीमिक  पदमा बिाल रिेको व्यजक्त  यस धारा बमोजजम रािपमि मनिावजचि भएमा मनजको त्यस्िो पद स्ििः ररक्त िुनेछ ।"
भाग–६,६२.,(७),रािपमिको  मनिावचन र ित्सम्बन्त्धी  अन्त्य व्यिस्था संघीय कानून बमोजजम  िुनेछ ।
भाग–६,६३.,,रािपमिको  पदािमधः
भाग–६,६३.,(१),रािपमिको  पदािमध मनिावजचि भएको मममिले पाँच िर्वको    िुनेछ ।
भाग–६,६३.,(२),उपधारा
भाग–६,६३.,(१),बमोजजमको  पदािमध समाप्त भएको रािपमिले अकावेे मनिावजचि  रािपमिले पदभार नसम्िालेसम्म यस संविधान बमोजजमको  कायव सम्पादन गनेछ । www.lawcommission.gov.np   36
भाग–६,६४.,,रािपमिको  योग्यिाः
भाग–६,६४.,(१),"देिायको योग्यिा भएको व्यजक्त रािपमि िुनका लामग योग्य  िुनेछः–  (क)  संघीय संसदको सदस्य िुन योग्य भएको,  (ख)  कम्िीमा पैंिामलस िर्व उमेर पूरा भएको, र  (ग) कुनै कानूनले अयोग्य नभएको ।"
भाग–६,६४.,(२),उपधारा
भाग–६,६४.,(१),मा जुनसुकै कुरा लेजखएको भए िापमन दुई पटक रािपमि  मनिावजचि भइसकेको व्यजक्त रािपमिको  मनिावचनमा  उम्मेदिार िुन सक्ने छैन ।
भाग–६,६५.,,"रािपमिको  पद ररक्त िुने अिस्थाः देिायको कुनै अिस्थामा रािपमिको  पद ररक्त िुनेछः–  (क) मनजले उपरािपमि  समक्ष मलजखि राजीनामा ददएमा,  (ख) मनजको विरुद्ध धारा १०१ बमोजजम मिामभयोगको  प्रस्िाि पाररि भएमा,  (ग) मनजको पदािमध समाप्त भएमा,  (घ)  मनजको मृत्यु भएमा ।"
भाग–६,६६.,,"रािपमिको काम, किवव्य र अमधकारः"
भाग–६,६६.,(१),रािपमिले यो संविधान िा संघीय कानून  बमोजजम मनजलाई प्राप्त अमधकारको  प्रयोग र किवव्यको पालन गनेछ ।
भाग–६,६६.,(२),उपधारा
भाग–६,६६.,(१),बमोजजम अमधकारको  प्रयोग िा किवव्यको पालन गदाव यो  संविधान िा संघीय कानून बमोजजम कुनै मनकाय िा पदामधकारीको  मसफाररसमा  गररने  भनी वकटानीसाथ  व्यिस्था भएको कायव बािेक रािपमिबाट  सम्पादन गररने अन्त्य जुनसुकै  कायव मजन्त्त्रपररर्दको  मसफाररस र सम्ममिबाट  िुनेछ । त्यस्िो मसफाररस र सम्ममि  प्रधानमन्त्त्री  माफ व ि पेश िुनेछ ।
भाग–६,६६.,(३),उपधारा
भाग–६,६६.,(२),बमोजजम रािपमिको  नाममा िुने मनणवय िा आदेश र  ित्सम्बन्त्धी  अमधकारपत्रको  प्रमाणीकरण  संघीय कानून बमोजजम िुनेछ ।
भाग–६,६७.,,उपरािपमिः
भाग–६,६७.,(१),नेपालमा एक उपरािपमि  रिनेछ ।
भाग–६,६७.,(२),रािपमिको  अनुपजस्थमिमा रािपमिबाट  गररने कायविरू उपरािपमिबाट   सम्पादन गररनेछ ।
भाग–६,६७.,(३),"मनिावचन , मनोनयन िा मनयुजक्त िुने राजनीमिक  पदमा बिाल रिेको कुनै  व्यजक्त उपरािपमिको  पदमा मनिावजचि भएमा मनजको त्यस्िो पद स्ििः ररक्त िुनेछ ।   www.lawcommission.gov.np   37"
भाग–६,६८.,,"उपरािपमिको  पद ररक्त िुने अिस्थाः  देिायको कुनै अिस्थामा उपरािपमिको  पद ररक्त  िुनेछः–  (क) मनजले रािपमि समक्ष मलजखि राजीनामा ददएमा,  (ख) मनजको विरुद्ध धारा १०१ बमोजजम मिामभयोगको  प्रस्िाि पाररि भएमा,  (ग)  मनजको पदािमध समाप्त भएमा,  (घ)  मनजको मृत्यु भएमा ।"
भाग–६,६९.,,"उपरािपमि  सम्बन्त्धी अन्त्य व्यिस्थाः उपरािपमिको  योग्यिा , मनिावचन प्रवक्रया , पदािमध  सम्बन्त्धी व्यिस्था रािपमिको  सरि िुनेछ ।"
भाग–६,७०.,,रािपमि र उपरािपमि  फरक फरक मलंग िा समुदायको िुनेः यस संविधान बमोजजम  रािपमि र उपरािपमिको  मनिावचन फरक फरक मलंग िा समुदायको प्रमिमनमधत्ि  िुने गरी  गनुव पनेछ ।
भाग–६,७१.,,रािपमि र उपरािपमिको  शपथः रािपमि र उपरािपमिले आफ्नो कायवभार सम्िाल्नु अजघ  संघीय कानून बमोजजम रािपमिले प्रधान न्त्यायाधीश  समक्ष र उपरािपमिले रािपमि समक्ष  पद िथा गोपनीयिाको  शपथ मलनु पनेछ ।
भाग–६,७२.,,रािपमि र उपरािपमिको  पाररश्रममक  िथा सुविधाः रािपमि र उपरािपमिको  पाररश्रममक   िथा अन्त्य सुविधा संघीय ऐन बमोजजम िुनेछ र त्यस्िो ऐन नबनेसम्म नेपाल सरकारले  िोके बमोजजम िुनेछ ।
भाग–६,७३.,,रािपमि र उपरािपमिको  कायावलयः
भाग–६,७३.,(१),रािपमि र उपरािपमिको  कायव सम्पादनका  लामग  छुट्टाछुट्टै कायावलय रिनेछ ।
भाग–६,७३.,(२),उपधारा
भाग–६,७३.,(१),बमोजजमको  कायावलयको  काम कारबािी सिालन गनव  आिश्यक कमवचारी िथा अन्त्य व्यिस्था नेपाल सरकारले गनेछ ।    www.lawcommission.gov.np   38
भाग–७,,,संघीय कायवपामलका
भाग–७,७४.,,शासकीय स्िरूपः नेपालको शासकीय स्िरूप बिुलिादमा आधाररि बिुदलीय  प्रमिस्पधावत्मक  संघीय लोकिाजन्त्त्रक  गणिन्त्त्रात्मक  संसदीय शासन प्रणाली िुनेछ ।
भाग–७,७५.,,कायवकाररणी अमधकारः
भाग–७,७५.,(१),नेपालको कायवकाररणी  अमधकार यो संविधान र कानून  बमोजजम मजन्त्त्रपररर्दमा  मनविि िुनेछ ।
भाग–७,७५.,(२),"यो संविधान र कानूनको अधीनमा रिी नेपालको शासन व्यिस्थाको  सामान्त्य  मनदेशन , मनयन्त्त्रण र सिालन गने अमभभारा मजन्त्त्रपररर्दमा  िुनेछ ।"
भाग–७,७५.,(३),नेपालको संघीय कायवकाररणी सम्बन्त्धी सम्पूणव काम नेपाल सरकारको   नाममा िुनेछ ।
भाग–७,७५.,(४),उपधारा
भाग–७,७५.,(३),बमोजजम नेपाल सरकारको  नाममा िुने मनणवय िा आदेश र  ित्सम्बन्त्धी  अमधकारपत्रको  प्रमाणीकरण  संघीय कानून बमोजजम िुनेछ ।
भाग–७,७६.,,मजन्त्त्रपररर्दको  गठनः
भाग–७,७६.,(१),रािपमिले प्रमिमनमध सभामा बिुमि प्राप्त संसदीय दलको  नेिालाई प्रधानमन्त्त्री  मनयुक्त गनेछ र मनजको अध्यक्षिामा  मजन्त्त्रपररर्दको  गठन िुनेछ ।
भाग–७,७६.,(२),उपधारा
भाग–७,७६.,(१),बमोजजम प्रमिमनमध सभामा कुनै पमन दलको स्पि बिुमि  नरिेको अिस्थामा प्रमिमनमध सभामा प्रमिमनमधत्ि  गने दुई िा दुई भन्त्दा बढी दलिरूको   समथवनमा बिुमि प्राप्त गनव सक्ने प्रमिमनमध सभाको सदस्यलाई  रािपमिले प्रधानमन्त्त्री   मनयुक्त गनेछ ।
भाग–७,७६.,(३),प्रमिमनमध सभाको मनिावचनको  अजन्त्िम पररणाम घोर्णा भएको मममिले िीस  ददनमभत्र उपधारा
भाग–७,७६.,(२),बमोजजम प्रधानमन्त्त्री  मनयुजक्त िुन सक्ने अिस्था नभएमा िा त्यसरी  मनयुक्त प्रधानमन्त्त्री ले उपधारा
भाग–७,७६.,(४),बमोजजम विश्वासको मि प्राप्त गनव नसकेमा रािपमिले  प्रमिमनमध सभामा सबैभन्त्दा बढी सदस्यिरू भएको दलको संसदीय दलको नेिालाई  प्रधानमन्त्त्री  मनयुक्त गनेछ ।
भाग–७,७६.,(४),उपधारा
भाग–७,७६.,(२),िा
भाग–७,७६.,(३),बमोजजम मनयुक्त प्रधानमन्त्त्रीले त्यसरी मनयुक्त भएको  मममिले िीस ददनमभत्र प्रमिमनमध सभाबाट विश्वासको मि प्राप्त गनुव पनेछ ।
भाग–७,७६.,(५),उपधारा
भाग–७,७६.,(३),बमोजजम मनयुक्त प्रधानमन्त्त्रीले उपधारा
भाग–७,७६.,(४),बमोजजम  विश्वासको मि प्राप्त गनव नसकेमा उपधारा
भाग–७,७६.,(२),बमोजजमको  कुनै सदस्यले प्रमिमनमध  सभामा विश्वासको मि प्राप्त गनव सक्ने आधार प्रस्िुि गरेमा रािपमिले त्यस्िो सदस्यलाई   प्रधानमन्त्त्री  मनयुक्त गनेछ । www.lawcommission.gov.np   39
भाग–७,७६.,(६),उपधारा
भाग–७,७६.,(५),बमोजजम मनयुक्त प्रधानमन्त्त्रीले उपधारा
भाग–७,७६.,(४),बमोजजम  विश्वासको मि प्राप्त गनुव पनेछ ।
भाग–७,७६.,(७),उपधारा
भाग–७,७६.,(५),बमोजजम मनयुक्त प्रधानमन्त्त्रीले विश्वासको मि प्राप्त गनव  नसकेमा िा प्रधानमन्त्त्री  मनयुक्त िुन नसकेमा प्रधानमन्त्त्रीको  मसफाररसमा  रािपमिले  प्रमिमनमध सभा विघटन गरी छ मिीनामभत्र  अको प्रमिमनमध सभाको मनिावचन सम्पन्न िुने  गरी मनिावचनको  मममि िोक्नेछ ।
भाग–७,७६.,(८),यस संविधान बमोजजम भएको प्रमिमनमध सभाको मनिावचनको  अजन्त्िम पररणाम  घोर्णा भएको िा प्रधानमन्त्त्रीको  पद ररक्त भएको मममिले पैंिीस ददनमभत्र यस धारा  बमोजजम प्रधानमन्त्त्री  मनयुजक्त सम्बन्त्धी प्रवक्रया सम्पन्न गनुव पनेछ ।
भाग–७,७६.,(९),"रािपमिले प्रधानमन्त्त्रीको  मसफाररसमा  संघीय संसदका सदस्यमध्येबाट  समािेशी मसद्धान्त्ि बमोजजम प्रधानमन्त्त्री  सविि बढीमा पच्चीस जना मन्त्त्री रिेको  मजन्त्त्रपररर्द  गठन गनेछ ।   स्पिीकरणः  यस भागको प्रयोजनका  लामग “मन्त्त्री” भन्नाले उपप्रधानमन्त्त्री , मन्त्त्री, राज्य  मन्त्त्री र सिायक मन्त्त्री सम्िनु पछव ।"
भाग–७,७६.,(१०),प्रधानमन्त्त्री  र मन्त्त्री सामूविक रूपमा संघीय संसदप्रमि उत्तरदायी िुनेछन् र  मन्त्त्री आफ्नो मन्त्त्रालयको  कामका लामग व्यजक्तगि रूपमा प्रधानमन्त्त्री  र संघीय संसदप्रमि  उत्तरदायी िुनेछन् ।
भाग–७,७७.,,प्रधानमन्त्त्री  िथा मन्त्त्रीको पद ररक्त िुने अिस्थाः
भाग–७,७७.,(१),"देिायको कुनै अिस्थामा  प्रधानमन्त्त्रीको  पद ररक्त िुनेछः–  (क)  मनजले रािपमि समक्ष मलजखि राजीनामा ददएमा,  (ख) धारा १०० बमोजजम विश्वासको प्रस्िाि पाररि िुन नसकेमा िा  मनजको विरुद्ध अविश्वासको  प्रस्िाि पाररि भएमा,  (ग) मनज प्रमिमनमध सभाको सदस्य नरिेमा,  (घ) मनजको मृत्यु भएमा ।"
भाग–७,७७.,(२),"देिायको कुनै अिस्थामा मन्त्त्रीको पद ररक्त िुनेछः–  (क) मनजले प्रधानमन्त्त्री  समक्ष मलजखि राजीनामा ददएमा,  (ख) प्रधानमन्त्त्रीले मनजलाई पदमुक्त गरेमा,  (ग) उपधारा"
भाग–७,७७.,(१),"को खण्ड (क), (ख) िा (ग) बमोजजम प्रधानमन्त्त्रीको   पद ररक्त भएमा, www.lawcommission.gov.np   40   (घ) मनजको मृत्यु भएमा ।"
भाग–७,७७.,(३),उपधारा
भाग–७,७७.,(१),बमोजजम प्रधानमन्त्त्रीको  पद ररक्त भएमा अको मजन्त्त्रपररर्द   गठन नभएसम्म सोिी मजन्त्त्रपररर्दले कायव सिालन गनेछ ।  िर प्रधानमन्त्त्रीको  मृत्यु भएमा अको प्रधानमन्त्त्री  मनयुजक्त नभएसम्मका  लामग  िररष्ठिम मन्त्त्रीले प्रधानमन्त्त्रीको  रूपमा कायव सिालन गनेछ ।
भाग–७,७८.,,संघीय संसदको सदस्य नभएको व्यजक्त मन्त्त्री िुनेः
भाग–७,७८.,(१),धारा ७६ को उपधारा
भाग–७,७८.,(९),मा  जुनसुकै कुरा लेजखएको भए िापमन रािपमिले प्रधानमन्त्त्रीको  मसफाररसमा  संघीय संसदको  सदस्य नभएको कुनै व्यजक्तलाई  मन्त्त्री पदमा मनयुक्त गनव सक्नेछ ।
भाग–७,७८.,(२),उपधारा
भाग–७,७८.,(१),बमोजजम मनयुक्त मन्त्त्रीले शपथग्रिण  गरेको मममिले छ  मिीनामभत्र  संघीय संसदको सदस्यिा प्राप्त गनुव पनेछ ।
भाग–७,७८.,(३),उपधारा
भाग–७,७८.,(२),बमोजजमको  अिमधमभत्र संघीय संसदको सदस्यिा प्राप्त गनव  नसकेमा ित्काल कायम रिेको प्रमिमनमध सभाको कायवकालभर  मनज मन्त्त्री पदमा पुनः  मनयुजक्तका लामग योग्य िुने छैन ।
भाग–७,७८.,(४),उपधारा
भाग–७,७८.,(१),मा जुनसुकै कुरा लेजखएको भए िापमन ित्काल कायम रिेको  प्रमिमनमध सभाको मनिावचनमा  पराजजि भएको व्यजक्त त्यस्िो प्रमिमनमध सभाको कायवकालमा   उपधारा
भाग–७,७८.,(१),बमोजजम मन्त्त्री पदमा मनयुजक्तका लामग योग्य िुने छैन ।
भाग–७,७९.,,प्रधानमन्त्त्री  र मन्त्त्रीको पाररश्रममक  िथा अन्त्य सुविधाः प्रधानमन्त्त्री  र मन्त्त्रीको पाररश्रममक   र अन्त्य सुविधा संघीय ऐन बमोजजम िुनेछ । त्यस्िो ऐन नबनेसम्म नेपाल सरकारले  िोके बमोजजम  िुनेछ ।
भाग–७,८०.,,"शपथः प्रधानमन्त्त्री , उपप्रधानमन्त्त्री  र मन्त्त्रीले रािपमि समक्ष िथा राज्यमन्त्त्री  र सिायक  मन्त्त्रीले प्रधानमन्त्त्री  समक्ष आफ्नो कायवभार सम्िाल्नु अजघ संघीय कानून बमोजजम पद  िथा गोपनीयिाको  शपथ मलनु पनेछ ।"
भाग–७,८१.,,"रािपमिलाई  जानकारी ददनेः प्रधानमन्त्त्रीले देिायका विर्यिरूमा  रािपमिलाई  जानकारी  गराउनेछः–  (क) मजन्त्त्रपररर्दका  मनणवय,  (ख)  संघीय संसदमा पेश गररने विधेयक, www.lawcommission.gov.np   41   (ग)  खण्ड (क) र (ख) मा उजल्लजखि  विर्यमा रािपमिले जानकारी मागेको  अन्त्य आिश्यक वििरण , र   (घ)  नेपालको समसामवयक  पररजस्थमि र िैदेजशक सम्बन्त्धका  विर्य  ।"
भाग–७,८२.,,नेपाल सरकारको  कायव सिालनः
भाग–७,८२.,(१),नेपाल सरकारबाट  स्िीकृि मनयमािली  बमोजजम  नेपाल सरकारको  कायव विभाजन र कायव सम्पादन  िुनेछ ।
भाग–७,८२.,(२),उपधारा
भाग–७,८२.,(१),अन्त्िगविको  मनयमािली को पालन भयो िा भएन भन्ने प्रश्न कुनै  अदालिमा  उठाउन सवकने छैन ।        www.lawcommission.gov.np   42
भाग–८,,,संघीय व्यिस्थावपका
भाग–८,८३.,,संघीय व्यिस्थावपकाः  प्रमिमनमध सभा र राविय सभा नामका दुई सदन सवििको एक  संघीय व्यिस्थावपका  िुनेछ जसलाई संघीय संसद भमननेछ ।
भाग–८,८४.,,प्रमिमनमध सभाको गठनः
भाग–८,८४.,(१),"प्रमिमनमध सभामा देिाय बमोजजमका  दुई सय पचित्तर सदस्य  रिनेछन्ः–  (क) नेपाललाई जनसंख्या र भौगोमलक अनुकुलिा िथा विजशििा  आधारमा एक सय पैंसठ्ठी मनिावचन क्षेत्र कायम गरी प्रत्येक  मनिावचन क्षेत्रबाट एक जना रिने गरी पविलो िुने मनिावजचि िुने  मनिावचन प्रणाली बमोजजम मनिावजचि िुने एक सय पैंसठ्ठी सदस्य,  (ख) सम्पूणव देशलाई एक मनिावचन क्षेत्र मानी राजनीमिक  दललाई मि  ददने समानुपामिक मनिावचन प्रणाली बमोजजम मनिावजचि िुने एक सय  दश सदस्य ।"
भाग–८,८४.,(२),"समानुपामिक मनिावचन प्रणाली बमोजजम िुने प्रमिमनमध सभाको मनिावचनका   लामग राजनीमिक दलले उम्मेदिारी ददंदा जनसंख्याको आधारमा मविला, दमलि, आददिासी  जनजामि , खस आयव, मधेसी, थारू, मुजस्लम, वपछमडएको  क्षेत्र समेिबाट बन्त्द सूचीका  आधारमा प्रमिमनमधत्ि  गराउने व्यिस्था संघीय कानून बमोजजम िुनेछ । त्यसरी  उम्मेदिारी ददंदा भूगोल र प्रादेजशक सन्त्िुलनलाई समेि ध्यान ददनु पनेछ ।  स्पिीकरणः  यस उपधाराको  प्रयोजनका  लामग “खस आयव” भन्नाले क्षेत्री, ब्राम्िण , ठकुरी,  संन्त्यासी (दशनामी) समुदाय सम्िनु पछव ।"
भाग–८,८४.,(३),उपधारा
भाग–८,८४.,(२),बमोजजम राजनीमिक  दलले उम्मेदिारी ददंदा अपांगिा भएको  व्यजक्तको समेि प्रमिमनमधत्ि  िुने व्यिस्था गनुव पनेछ ।
भाग–८,८४.,(४),उपधारा
भाग–८,८४.,(१),बमोजजम िुने प्रमिमनमध सभा सदस्यको मनिावचन कानून  बमोजजम गोप्य मिदानद्वारा  िुनेछ ।
भाग–८,८४.,(५),अठार िर्व उमेर पूरा भएको प्रत्येक नेपाली नागररकलाई  संघीय कानून  बमोजजम कुनै एक मनिावचन क्षेत्रमा मिदान गने अमधकार िुनेछ ।                                                       पविलो संशोधनद्वारा  संशोमधि । www.lawcommission.gov.np   43
भाग–८,८४.,(६),प्रमिमनमध सभाका सदस्यका लामग िुने मनिावचनमा  मिदान गनव अमधकार  पाएको धारा ८७ बमोजजम योग्यिा पुगेको व्यजक्त संघीय कानूनको अधीनमा रिी कुनै  पमन मनिावचन क्षेत्रबाट उम्मेदिार िुन पाउनेछ ।  िर एउटै व्यजक्त एकभन्त्दा बढी मनिावचन क्षेत्रमा एकै पटक उम्मेदिार िुन पाउने  छैन ।
भाग–८,८४.,(७),प्रमिमनमध सभाको कायवकाल छ मिीनाभन्त्दा  बढी अिमध बाँकी छँदै कुनै  सदस्यको स्थान ररक्त भएमा त्यस्िो स्थान जुन मनिावचन प्रणालीबाट  पूमिव भएको मथयो  सोिी प्रवक्रयाद्वारा  पूमिव गररनेछ ।
भाग–८,८४.,(८),यस भागमा अन्त्यत्र जुनसुकै कुरा लेजखएको भए िापमन संघीय संसदमा  प्रमिमनमधत्ि  गने प्रत्येक राजनीमिक  दलबाट मनिावजचि कुल सदस्य संख्याको कम्िीमा एक  मििाइ सदस्य मविला िुनु पनेछ । त्यसरी मनिावजचि गदाव उपधारा
भाग–८,८४.,(१),को खण्ड (क)  र धारा ८६ को उपधारा
भाग–८,८४.,(२),को खण्ड (क) बमोजजम मनिावजचि सदस्यिरू मध्ये कुनै  राजनीमिक  दलको एक मििाइ सदस्य मविला मनिावजचि िुन नसकेमा त्यस्िो राजनीमिक   दलले उपधारा
भाग–८,८४.,(१),को खण्ड  (ख) बमोजजम सदस्य मनिावजचि गदाव आफ्नो दलबाट  संघीय संसदमा मनिावजचि िुने कुल सदस्यको कम्िीमा एक मििाइ मविला सदस्य िुने गरी  मनिावजचि गनुव पनेछ ।
भाग–८,८४.,(९),प्रमिमनमध सभाको मनिावचन र ित्सम्बन्त्धी  अन्त्य विर्य संघीय कानून बमोजजम   िुनेछ ।
भाग–८,८५.,,प्रमिमनमध सभाको कायवकालः
भाग–८,८५.,(१),यस संविधान बमोजजम अगािै विघटन भएकोमा बािेक  प्रमिमनमध सभाको कायवकाल पाँच िर्वको िुनेछ ।
भाग–८,८५.,(२),उपधारा
भाग–८,८५.,(१),मा जुनसुकै कुरा लेजखएको भए िापमन संकटकालीन  अिस्थाको  घोर्णा िा आदेश लागू रिेको अिस्थामा संघीय ऐन बमोजजम प्रमिमनमध  सभाको कायवकाल एक िर्वमा नबढ्ने गरी थप गनव सवकनेछ ।
भाग–८,८५.,(३),उपधारा
भाग–८,८५.,(२),बमोजजम थप गररएको प्रमिमनमध सभाको कायवकाल  संकटकालीन अिस्थाको  घोर्णा िा आदेश खारेज भएको मममिले छ मिीना पुगेपमछ  स्ििः समाप्त िुनेछ ।
भाग–८,८६.,,राविय सभाको गठन र सदस्यिरूको  पदािमधः
भाग–८,८६.,(१),राविय सभा एक स्थायी सदन    िुनेछ ।
भाग–८,८६.,(२),"राविय सभामा देिाय बमोजजमका  उनान्त्साठी  सदस्य  रिनेछन्ः– www.lawcommission.gov.np   44   (क) प्रदेश सभाका सदस्य, गाउँपामलकाका अध्यक्ष र उपाध्यक्ष िथा  नगरपामलकाका   प्रमुख र उपप्रमुख रिेको मनिावचक मण्डलद्वारा   संघीय कानून बमोजजम प्रदेश सभाका सदस्य, गाउँपामलकाका  अध्यक्ष र उपाध्यक्ष िथा नगरपामलकाका  प्रमुख र उपप्रमुखको  मिको भार फरक िुने गरी प्रत्येक प्रदेशबाट कम्िीमा िीन जना  मविला, एक जना दमलि र एक जना अपांगिा भएका व्यजक्त िा  अल्पसंख्यक सविि आठ जना गरी मनिावजचि छपन्न जना,  (ख) नेपाल सरकारको  मसफाररसमा  रािपमिबाट  मनोनीि कम्िीमा एक  जना मविला सविि िीन जना ।"
